,Unnamed: 0.1,original_index,sentence,Unnamed: 0,date,year,month,day,author,title,url,section,publication,objectivity_classification,Emotional_appeal_classification,classification_raw,WordCount
2179,2179,46,the white house is looking at 139 billion in funding approved by congress last year as part of a disaster response bill to use for building trumps wall in the event he declares an emergency,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,True,False,Objective,35
2180,2180,46,that bill provided funding for various army corps of engineers projects that has been allocated but not spent,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,True,False,Objective,18
2181,2181,46,i can tell you thats definitely an option that has been presented to the president,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,False,False,Subjective,15
2182,2182,46,nothing has been finalized yet though said an administration official who requested anonymity to discuss internal deliberations,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,False,False,Unclassifiable,17
2183,2183,46,another administration official confirmed that option is under consideration but said other plans are also being discussed,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,True,False,Objective,17
2184,2184,46,the hills jordan fabian has the story,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,False,False,Unclassifiable,7
2185,2185,46,talks fall apart trumps declaration came a day after a brief but explosive white house meeting with democratic leaders,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,True,True,Objective Emotional Appeal,19
2186,2186,46,the president stormed out of a negotiation session with house speaker nancy pelosinancy pelosijohnson eyes irish border in brexit negotiations mueller report fades from political conversation five key players in trumps trade battles more dcalif and charles schumercharles chuck ellis schumerjohnson eyes irish border in brexit negotiations lewandowski on potential nh senate run if i run im going to win appropriators warn white house against clawing back foreign aid more dny after pelosi rebuffed his request for border wall funding once the shutdown concluded,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,False,False,Unclassifiable,84
2187,2187,46,the latest from the house lawmakers thursday attempted to pave the way to reopening the government after 20 days of a partial shutdown,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,True,False,Objective,23
2188,2188,46,but those bills are headed for a buzzsaw in the senate senate majority leader mitch mcconnelladdison mitch mitchell mcconnellpelosi schumer press for gun screenings as trump inches away the malware election returning to paper ballots only way to prevent hacking first house republican backs bill banning assault weapons more rky on thursday blocked two housepassed funding bills that would reopen the federal government,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,False,True,Subjective Emotional Appeal,63
2189,2189,46,immigration talks falter broader immigration reform talks also collapsed in the senate after a lastditch effort by a group of senate republicans to end the partial government shutdown quickly unraveled on thursday,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,True,False,Objective,32
2190,2190,46,after fruitless talks between trump and congressional leadership the moderate group was viewed as a lastditch effort to find a negotiated solution that would avoid an emergency declaration by trump to build the wall,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,True,False,Objective,34
2191,2191,46,i think were stuck,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,False,False,Unclassifiable,4
2192,2192,46,i just dont see a pathway forward sen lindsey grahamlindsey olin grahamtwothirds of republicans support red flag gun laws npr poll red flag laws wont stop mass shootings  ending gunfree zones will pelosi warns mnuchin to stop illegal 3b cut to foreign aid more rsc told reporters,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,False,True,Subjective Emotional Appeal,48
2193,2193,46,i dont know who to talk to and i dont know what else to do,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,False,True,Subjective Emotional Appeal,15
2194,2194,46,graham later called on trump to build the wall through an emergency declaration adding i hope it works,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,False,False,Subjective,18
2195,2195,46,trump promises to pay federal workers after shutdown president trump has promised democratic sen tim kainetimothy tim michael kainea lesson of the trump tlaib omar netanyahu affair warrens pledge to avoid first nuclear strike sparks intense pushback almost threequarters say minimum age to buy tobacco should be 21 gallup more va that he will sign a bill providing backpay to federal workers once the government shutdown which has stretched 20 days finally ends,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,True,False,Objective,73
2196,2196,46,the senate passed by unanimous consent legislation thursday evening providing that federal workers  essential and furloughed employees  will be paid once the shutdown is over,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,True,False,Objective,27
2197,2197,46,federal employees are due to miss paychecks friday which has caused consternation in the washington dc region,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,True,True,Objective Emotional Appeal,17
2198,2198,46,trump made his pledge in a phone call with senate majority leader mitch mcconnell rky as part of an effort to work out a deal to adjourn the senate this week,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,True,False,Objective,31
2199,2199,46,the hills alexander bolton has more,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,False,False,Unclassifiable,6
2200,2200,46,fallout from the shutdown leading the day fed chief powell prolonged shutdown will harm us economy federal reserve chairman jerome powell said thursday that the partial government shutdown could hinder the us economy and the central banks ability to keep it stable,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,True,False,Objective,42
2201,2201,46,powell said at the economic club of washington dc that a prolonged shutdown may harm the worlds largest economy beyond the financial hardship facing hundreds of thousands of furloughed and essential federal workers who are expected to go without a paycheck this week,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,True,True,Objective Emotional Appeal,43
2202,2202,46,the fed chief said that while shutdowns typically dont last very long an extended shutdown would show up in the data pretty clearly,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,True,False,Objective,23
2203,2203,46,powell said its difficult to gauge the full economic impact of the shutdown since one of the central banks major sources of data the commerce department is shuttered,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,True,False,Objective,28
2204,2204,46,china sees progress on structural issues in trade talks with us the us and beijing made progress on structural issues during talks to resolve a trade dispute between the two countries chinas commerce ministry said on thursday according to reuters,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,True,False,Objective,40
2205,2205,46,ministry spokesman gao feng reportedly said during a news conference that the two sides made progress on issues including forced technology transfers intellectual property tariff barriers and cyber attacks,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,True,False,Objective,29
2206,2206,46,gao added that the talks between the two countries were serious and honest the news service reported,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,True,False,Objective,17
2207,2207,46,good to know odds and ends view the discussion thread,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,False,False,Unclassifiable,10
2208,2208,46,the hill 1625 k street nw suite 900 washington dc 20006  2026288500 tel  2026288503 fax the contents of this site are 2019 capitol hill publishing corp a subsidiary of news communications inc,46,1/10/2019 0:00,2019,1,10,Sylvan Lane,On The Money: Trump inches toward emergency declaration | Eyes disaster bill for wall funds | Trump promises to pay federal workers after shutdown | Fed chief warns long shutdown could hurt economy | China sees progress in trade talks | TheHill,https://thehill.com/policy/finance/overnights/424846-on-the-money-trump-moves-toward-emergency-declaration-senate,,The Hill,True,False,Objective,34
2209,2209,47,since the dissolution of the eastern bloc in 1991 the us has been a trusted partner to central and eastern european nations,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,22
2210,2210,47,during the 1990s this engagement focused on helping countries transition to democracy and developing the private sector and free markets,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,20
2211,2211,47,there was incredible economic and social progress in the baltics poland the czech republic and elsewhere,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,16
2212,2212,47,in other countries the progress was slower,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,7
2213,2213,47,russia which dominated the eastern bloc since 1945 was preoccupied with its own challenges,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,14
2214,2214,47,however for the last 15 years russia has been resurgent and has sought to cobble together a new soviet union or something akin to it,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,False,False,Subjective,25
2215,2215,47,russias leadership has emerged as a credible threat to democracy and independence in its neighborhood,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,False,True,Subjective Emotional Appeal,15
2216,2216,47,russias people are not the problem but the political leadership led by vladimir putinvladimir vladimirovich putinas buttigieg rises biden is still the target yang jokes first thing hed say to putin as president is sorry i beat your guy biden impeachment hearings show trump doesnt want me to be the nominee more and his small coterie of oligarchs is,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,False,True,Subjective Emotional Appeal,59
2217,2217,47,curtailing access to energy spreading disinformation targeted political assassinations cyberattacks and elections interference have been the new weapons deployed by russian leadership to bring its neighbors back under its orbit,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,True,Objective Emotional Appeal,30
2218,2218,47,the kremlin led by putin wants to enable economic dependence on russia and also wants to have unstable democracies or friendly autocracies they can manipulate,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,False,True,Subjective Emotional Appeal,25
2219,2219,47,my colleague heather conley and others have written about the kremlin threat through a comprehensive study entitled the kremlin playbook,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,20
2220,2220,47,in her series of reports she describes how russia cultivates networks in countries with weak democratic institutions and uses them to direct and influence decisionmaking,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,25
2221,2221,47,these networks concentrate on exploiting state resources to further russian influence and are a key component of russias new generation warfare,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,21
2222,2222,47,the russia threat has forced the united states to rethink its role and strategy for the region,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,True,Objective Emotional Appeal,17
2223,2223,47,the first step is to understand the nature of the threat second to understand what resources the us has in hand that can be deployed and lastly to understand what can be done in partnership with our allies,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,38
2224,2224,47,much of the resources at our disposal are soft power read foreign assistance resources,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,14
2225,2225,47,much of the responsibility for pushing back on what the trump administration calls malign kremlin influence falls on the united states agency for international development usaid which administers the bulk of american foreign assistance,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,34
2226,2226,47,these efforts have led to the first major reframing of our foreign assistance in that part of the world in at least 10 years,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,24
2227,2227,47,after significant consultations with republican and democratic members on the hill the trump administration recently rolled out its countering malign kremlin influence cmki strategy,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,24
2228,2228,47,cmki has four main objectives counter efforts to undermine democratic institutions and the rule of law resist the manipulation of information reduce both energy and economic vulnerabilities,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,27
2229,2229,47,usaid has significantly increased spending in these target areas and countries including an increase in funding to ukraine from 336 million in fiscal year 2014 to 1823 million in 2018,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,30
2230,2230,47,this new approach is likely going to be the strategy for at least the next 15 years in the region especially for countries around russias periphery the socalled frontline states such as ukraine moldova and georgia,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,36
2231,2231,47,i know usaid well because i used to work there and i chair an outside advisory board for usaid but have not been engaged in shaping cmki nor do i work directly on cmki related projects,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,False,False,Subjective,36
2232,2232,47,usaid and others are asking how do we encourage these countries to free themselves from russian energy dependency,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,18
2233,2233,47,how do we strengthen their systems  and ours  from cyberattacks bots and other cyber trickery,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,False,False,Unclassifiable,17
2234,2234,47,how do we significantly reduce these countries economic dependency on russia and towards europe turkey and other markets,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,False,False,Unclassifiable,18
2235,2235,47,how do we enable greater personal and political freedom,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,False,False,Unclassifiable,9
2236,2236,47,how can we strengthen the media and civil society engagement in this region one example of the sorts of efforts we are going to see more from usaid can be found in the wine industry of moldova,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,False,False,Unclassifiable,37
2237,2237,47,moldovan wine sales to russia decreased by 30 percent and increased by 16 percent to the united states after moldova woke up and saw that too much economic dependency on russia was creating trouble for the country,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,37
2238,2238,47,it exported even more to the czech republic britain and others,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,11
2239,2239,47,usaid helped moldova move the wine industry away from russia and is continuing these efforts as part of the moldova economic growth project,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,23
2240,2240,47,as part of the project usaid is helping moldova meet international wine standards,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,13
2241,2241,47,another example is energy in ukraine,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,False,False,Unclassifiable,6
2242,2242,47,for years efforts in ukraine focused on energy efficiency issues,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,10
2243,2243,47,this meant providing soft loans to get large buildings to modernize their structures and power supply,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,16
2244,2244,47,what ukraine actually needs is a total shift away from any energy dependency on russia,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,False,True,Subjective Emotional Appeal,15
2245,2245,47,ukraines electric grid is still connected to russia even after five years of war with its neighbor,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,17
2246,2246,47,however ukraine is in the process of moving to connect to europes electric grid which is a hard complicated process,47,11/15/2019 0:00,2019,11,15,"Daniel F. Runde, opinion contributor",Countering malign Kremlin influence will be with us for decades | TheHill,https://thehill.com/opinion/international/470648-countering-malign-kremlin-influence-will-be-with-us-for-decades,,The Hill,True,False,Objective,20
